tuit,pol 
RT @SenJavierGarcia: Con vecinos de Jardines del Hipódromo muy buena asamblea  @DanielGraffigna @JuanCurbelo40 @ESPACIOCUARENTA https://t.c…,P
RT @Juv_TODOS: Este Lunes! @LuisLacallePou Cc @Aire__Fresco https://t.co/Ff6DP1G5KJ,NONE
RT @Juv_TODOS: Miércoles 19hs @LuisLacallePou cc @jovenes71 https://t.co/OJvRZyUUGU,NONE
RT @LourdesRapalin: Lunes 17/10 generando conciencia y solidaridad  #ParlamentoInclusivo visita guiada a las 14 hs. Te esperamos !! https:/…,P
RT @LourdesRapalin: Lunes 17/10 generando conciencia y solidaridad  #ParlamentoInclusivo visita guiada a las 14 hs. Te esperamos !! https:/…,P
"RT @fede__delgado: Es hoy,
los esperamos! https://t.co/MgeeNF15PM",NONE
RT @pindependiente: El Frente Amplio según Astori. La columna de Hebert Gatto - https://t.co/GWVCGMOaNl via @elpaisuy,NONE
"RT @pdasilve: Pablo Bartol: un grande. ""Al gobierno lo superó la tarea y la gurisada arde"" - https://t.co/qbNLbJajbI via @elpaisuy",N
"""Al gobierno lo superó la tarea y la gurisada arde"" https://t.co/lS8sfet4xR via @elpaisuy",N
La culpa es de Vázquez https://t.co/QONozbC8rk via @elpaisuy,N
RT @AndreaBrugman: GESTIÓN INTENDENTE @FloridaIDF @CEnciso62 DEJO INAUGURADA LA REFACCION E ILUMINACIÓN GRAN OBRA EL CARRILLÓN CERRO COLORA…,P
RT @juanjoolaizola: Junto a @abreuanibalv en una linda reunión con un grupo de vecinos en la zona de Piedras Blancas. https://t.co/Kg03mOMj…,P
RT @LucasMadrid21: Uruguay es de plata !!! Seremos un deporte menor pero sí que tenemos guerreros para rato! Hoy más Celeste que nunca! 🇺🇾💙…,P
RT @CarolAviaga: Nos reunimos con personas sordas en 33...trabajaremos c/@camilaramirezav p/se cumplan sus DDHH fundamentales #LaVozDeTodos…,NONE
RT @MartinLema404: Visitando la Policlínica de la localidad de Valentines #LaVozDeTodos https://t.co/5801EzHT2e,NONE
"RT @TodosUy: .@LuisLacallePou @alejoumpierrez @DipRodrigoGoni escuchando planteos de vecinos de Rincón, en Treinta y Tres. #LaVozDeTODOS ht…",NONE
RT @TodosUy: .@LuisLacallePou y legisladores de @TodosUy con vecinos de Treinta y Tres escuchando #LaVozDeTODOS https://t.co/wU6qTofnyB,NONE
RT @jmbarcena: Ahora en la sociedad de Fomento de Treinta y Tres reunidos cn productores rurales @LuisLacallePou @DipRodrigoGoni @adelgado4…,NONE
RT @TodosUy: En Treinta y Tres @LuisLacallePou saluda y agradece a los vecinos que participaron de #LaVozDeTODOS https://t.co/Wa7xTtnQG9,NONE
"RT @hpaguas: Hoy escuchamos #LaVozDeTodos en Treinta y Tres, y el día se va terminando. Volvemos con la mochila llena de deberes! https://t…",NONE
RT @MartinLema404: Seguimos escuchando #LaVozDeTodos en Santa Clara con @Luisaheber @juanjoolaizola y @josesatdjian404 https://t.co/VDLx8P0…,NONE
RT @PDF404: Terminando muy buena reunión con los vecinos de Santa Clara @Luisaheber @MartinLema404 @juanjoolaizola @josesatdjian404 #LaVozD…,P
"RT @TodosUy: .@LuisLacallePou  ""el Presidente de la República optó por refugiarse en la comodidad del poder y no optó por refugiarse en la…",NONE
"RT @GerardoAmarilla: Excelente cierre de #LaVozDeTodos en Treinta y Tres con @LuisLacallePou  , @Dipmariosilvera y @TodosUy https://t.co/U2…",P
"RT @TodosUy: .@LuisLacallePou ""hemos ofrecido nuestras ideas al gobierno, porque aquí y ahora es que debemos trabajar para cambiar la reali…",P
RT @adelgado404: Escuchando a la Asociación d Arroceros sobre normativa del uso del agua y realidad del sector #LaVozDeTodos @GustavoPenade…,NONE
"RT @MartinLema404: En Cerro Chato, escuchando planteos de vecinos en el Centro Comunal #Lavozdetodos https://t.co/zXNk86Kd3P",NONE
RT @adelgado404: Gran cierre de esta nueva etapa de #LaVozDeTodos por el departamento de Treinta y Tres junto a @LuisLacallePou https://t.c…,P
RT @PDF404: Con los Dip @MartinLema404 y @juanjoolaizola @josesatdjian404  visitando Hogar de Ancianos de Cerro Chato. Mucho por hacer. #La…,N
RT @TodosUy: .@LuisLacallePou @DipRodrigoGoni @alejoumpierrez charlando con vecinos de Paraje El Oro #LaVozDeTodos https://t.co/wAhFcjlOjz,NONE
RT @DipRodrigoGoni: Ahora en Paraje el Oro Treinta y Tres previo a la reunión cn vecinos @LuisLacallePou @Dipmariosilvera #LaVozDeTodos htt…,NONE
RT @adelgado404: Reunidos con el Centro Comercial e Industrial de Treinta y Tres con @GustavoPenades y @SenJavierGarcia #LaVozDeTodos https…,NONE
RT @jmbarcena: Ahora en paraje El Oro  @LuisLacallePou @DipRodrigoGoni de charla con los vecinos #LaVozDeTODOS https://t.co/2erB7vv4M1,NONE
RT @TodosUy: .@LuisLacallePou @alejoumpierrez @DipRodrigoGoni conociendo cancha de futbol de Rincón acompañados de vecinos #LaVozDeTODOS ht…,NONE
RT @josesatdjian404: En Valentines escuchando #LaVozDeTodos muchos reclamos de un pueblo donde la inclusión no llegó https://t.co/trksbrcpAV,NONE
RT @MartinLema404: Escuchando #LaVozDeTodos en la localidad de Valentines con @juanjoolaizola @josesatdjian404 y @PDF404 https://t.co/Zc4kW…,NONE
RT @CarolAviaga: Se va reuniendo la gente y las Instituciones en Vergara y nosotros prontos para escuchar #LaVozDeTodos https://t.co/GkNYof…,NONE
RT @jmbarcena: Conociendo cancha de futbol de Rincon acompañados por vecinos @LuisLacallePou @DipRodrigoGoni #LaVozDeTODOS https://t.co/W6G…,NONE
RT @JosAmaro33: En este momento escuchando las preocupaciones de ADEOM 33 junto a @SenJavierGarcia y @GustavoPenades #LaVozDeTodos https://…,NONE
RT @jorgewinnie33: Escuchando las preocupaciones de  autoridades de ADEOM 33 @JosAmaro33 @SenJavierGarcia @GustavoPenades #LaVozDeTodos htt…,NONE
RT @adelgado404: Visitando la planta de la arrocera Saman en #Vergara junto a @CarolAviaga #LaVozDeTodos https://t.co/v4Y8dSY8bb,NONE
RT @josesatdjian404: En Cerro Chato escuchando a vecinos preocupados por el cierre de suc BROU. La descentralización también es eslogan. #L…,NONE
RT @DipRodrigoGoni: En la Escuela del Rincón con @LuisLacallePou  @alejoumpierrez @jmbarcena  #LaVozDeTODOS https://t.co/g4tgnl7zBS,NONE
RT @DipRodrigoGoni: Compartiendo inquietudes con la Comisión Departamental de Treinta y Tres #LaVozDeTODOS @ESPACIOCUARENTA https://t.co/mp…,NONE
"RT @RodrigoN_17: El agradecimiento a @LuisLacallePou ,@adelgado404 @CarolAviaga @JLFalero y resto del equipo por visitar nuestro liceo. htt…",NONE
RT @DipRodrigoGoni: En la previa de la reunión  con vecinos de Rincón #LaVozDeTODOS @bacedaprensa @ESPACIOCUARENTA https://t.co/fuszI8vC9C,NONE
RT @TodosUy: En Vergara @LuisLacallePou @JLFalero @CarolAviaga @adelgado404 escuchan a vecinos contar la situación de la zona. #LaVozDeTODO…,NONE
RT @gloriasaravista: #LaVozDeTodos en Treinta y Tres reunion con Liga de Fútbol en Club Atenas @Luisaheber @alejoumpierrez https://t.co/l8x…,NONE
RT @TodosUy: .@LuisLacallePou charla con vecinos de Vergara. Escuchando #LaVozDeTODOS https://t.co/pR8lJZGw4n,NONE
RT @TodosUy: .@LuisLacallePou @CarolAviaga @adelgado404 @JLFalero  recorren el Liceo de Vergara. #LaVozDeTODOS https://t.co/5fsiKbsB16,NONE
RT @danielf55775909: Termino la reunion y fotos con Luis Lacalle Pou #LaVozDeTodos https://t.co/pmwHog617p,NONE
RT @SenJavierGarcia: Con la liga de fútbol de salón de TTRES #LaVozDeTodos https://t.co/WZE7idXkrk,NONE
RT @DipRodrigoGoni: Con @jmbarcena y @alejoumpierrez en el Centro Comunal de  Rincón en Treinta y Tres #LaVozDeTODOS https://t.co/J7C9y7jk7g,NONE
"RT @hpaguas: @LuisLacallePou y varios miembros de su equipo escuchando a los vecinos de Vergara, Treinta y Tres. #LaVozDeTodos https://t.co…",NONE
RT @Fidencio8A: Presentes en la visita de @LuisLacallePou junto a legisladores a nuestra ciudad. https://t.co/IwMWRS58VT,NONE
"RT @adelgado404: Ahora en Vergara, Departamento de Treinta y Tres, escuchando #LaVozDeTodos https://t.co/d4tlJo5ysC",NONE
RT @GerardoAmarilla: En Charqueada con los. Vecinos recibiendo sus inquietudes y reclamos @laloirazabal @TodosUy #LaVozDeTodos https://t.co…,NONE
RT @jorgewinnie33: #LaVozDeTodos en 33 @SenJavierGarcia y @GustavoPenades en el círculo policial de 33 escuchando a los jubilados policiale…,NONE
"RT @andresprati400: #ManoAManoConSalto
Reunión Lista 400 Casa del Partido Nacional. @CarlosAlbisu @LuisLacallePou https://t.co/iXMtbemxIU",NONE
RT @GerardoAmarilla: Lucas Sugo cerrando la Jornada de Mujeres Madres que hablan en el Parlamento https://t.co/s2ruq1FVe9,NONE
RT @josesatdjian404: Comienza conferencia cerrando #LaVozDeTodos en Cerro Largo. Mañana temprano rumbo a Treinta y tres. https://t.co/M4ayf…,NONE
RT @camboue: Muy buena la reunión con el Prefeito de Acegua . Integración real en la frontera  #LaVozDeTodos https://t.co/F64Y1eKloj,P
RT @Rodri964: @LuisLacallePou está cerrando su visita por el Dpto. @marcando_huella @gloriasaravista @GustavoPenades @rosendogarciare @Mart…,NONE
"RT @arturosilvera: Como en cada rincón del país. Ayer en Cerro Largo, hoy en Treinta y Tres. Escuchando #LaVozDeTodos @LuisLacallePou https…",NONE
RT @GerardoAmarilla: Llegando a Charqueada por escuchar #LaVozDeTodos junto a @laloirazabal @TodosUy https://t.co/ME47BxDRpp,NONE
RT @gloriasaravista: #La VozDeTodos en Treinta y Tres reunidos con Asociacion Jubilados y Pensionistas  @Luisaheber @GloriaInnova https://t…,NONE
RT @SenJavierGarcia: Con Círculo Policial de T Tres. #LaVozDeTodos https://t.co/gg5nU9msKc,NONE
RT @Fidencio8A: Reunido junto a los concejales con el intendente de San José @JLFalero y la senadora @CarolAviaga https://t.co/TwSj2TCRJp,NONE
RT @RodrigoN_17: El concejal Carlos Reolon explica la situación de la salud en Vergara https://t.co/R3DRplZGPQ,NONE
RT @gloriasaravista: #LaVozDeTodos en Cerro Largo cierre @LuisLacallePou actividad  en Centro Uruguay de Melo https://t.co/ZouLCLYyUS,NONE
RT @alejoumpierrez: LP DE PRIMERA MANO:con la sociedad civil en todo Cerro Largo. Cara a cara. Escuchando más que hablando. Preparados xa g…,NONE
"RT @TodosUy: .@LuisLacallePou ""venimos a escucharlos,  saber que piensan y ayudar a hacer escuchar las mayorías sociales"" https://t.co/UbvW…",NONE
RT @TodosUy: .@LuisLacallePou y legisladores de @TodosUy con vecinos de Melo. #LaVozDeTODOS https://t.co/xIvhQoxTAN,NONE
RT @mautesaravia: @LuisLacallePou fuerza en el departamento de Cerro Largo!!! Bastión saravista y que tantos recuerdos tenemos juntos!!! @L…,P
RT @Petacavv: En Cerro de las Cuentas escuchando necesidades e inquietudes de los vecinos #LaVozDeTodos https://t.co/hKjHxRt8B7,NONE
RT @TodosUy: .@LuisLacallePou @GerardoAmarilla y @laloirazabal reunidos con el Alcalde e integrantes del Concejo Municipal de Tupambae. #La…,NONE
"RT @TodosUy: .@LuisLacallePou recibe planteos de vecinos de Tupambae, sobre las necesidades de la zona. #LaVozDeTODOS https://t.co/x0upHS3a…",NONE
RT @camboue: En el paso de frontera de Acegua la comisaría tiene solo dos policías. Así es la prosperidad frentista #LaVozDeTodos https://t…,NONE
RT @GerardoAmarilla: #LaVozdeTodos recibiendo la problemática de vecinos de Tupambaé y Cerro de las Cuentas junto a @LuisLacallePou y @lalo…,NONE
RT @TodosUy: .@LuisLacallePou  junto a @GerardoAmarilla y @laloirazabal conversando con  vecinos de Cerro de las Cuentas en Cerro Largo. #L…,NONE
"RT @camboue: En Acegua Asse funciona 3 veces x semana, 6 horas sin ambulancia. La prosperidad frentista haciendo 👍🏿pa asistirse con un Dr.…",P
RT @TodosUy: .@LuisLacallePou @gloriasaravista @GustavoPenades @alejoumpierrez reunidos con Jefe y Autoridades de la Policía de Cerro Largo…,NONE
RT @PDF404: Con los Dip @MartinLema404 @juanjoolaizola @josesatdjian404 visitando el Hogar de ancianos Juan J. Burgos (Melo) escuchando #La…,NONE
"RT @MartinLema404: Recorriendo el Hogar de Ancianos ""Juan José Burgos"" con @juanjoolaizola @josesatdjian404 y @PDF404 #LaVozDeTodos https:/…",NONE
RT @PDF404: Con los Dip @MartinLema404 @juanjoolaizola @josesatdjian404 en COPAHDIM (Melo) escuchando la #LaVozDeTodos https://t.co/RCaas7l…,NONE
RT @MartinLema404: Conociendo el COPAHDIM de Melo para seguir escuchando la #LaVozDeTodos junto a grandes compañeros de @TodosUy https://t.…,NONE
"RT @Herrerismo: #LaVozdeTodos 
En Cerro de las Cuentas o en Aceguá, @LuisLacallePou y legisladores de @TodosUy charlan ""mano a mano"" con ve…",NONE
RT @gloriasaravista: #LaVozDeTodos @LuisLacallePou @GustavoPenades @alejoumpierrez Museo Regional de Cerro Largo reunión con empresarios ht…,NONE
RT @juanjoolaizola: En Melo visitamos la obra salesiana Picapiedras y el Centro CAIF. #LaVozdeTodos https://t.co/jMPjFssGwY,NONE
RT @juanjoolaizola: Junto a @MartinLema404 en Canal 1 de Melo conversando de temas de salud e infraestructura vial. #LaVozdeTodos https://t…,NONE
RT @laloirazabal: Compartiendo con @SenJavierGarcia y con @falero12 una reunión con vecinos en la Liga del Trabajo de Fraile Muerto. https:…,NONE
RT @josesatdjian404: Conversando con autoridades del Hospital de Melo. Escuchando #LaVozdeTodos junto a @juanjoolaizola @MartinLema404 @PDF…,NONE
RT @PartidoColorado: Nuestro #homenaje a Don Pepe Batlle a 87 años d su partida https://t.co/Mv7l7yEF8Y #VivaBatlle #Batllismo #Batllistas…,NONE
RT @PartidoColorado: A 87 años de la partida de #BatlleyOrdóñez #DonPepe te invitamos a recordarlo con este fantástico #documental de @Muec…,NONE
Bienvenida la interpelación del 25 que trae estas cosas https://t.co/YQooA1n3l4,NONE
"RT @julrios123: Si te perdiste alguno de los mano a mano realizados en @Punto_Penal , podes verlo en https://t.co/h8e15SmIK5 https://t.co/4…",NONE
"Niega Sancho y vuelve a negar, que si no tienes razón tendrás razones",NEU
RT @andresiniesta8: Momento especial para compartir con el #botadeoro @LuisSuarez9!! Un placer!!!! Por muchos años amigo!!! https://t.co/tG…,P
"RT @mwfc_oficial: ⚽️💕 Día mundial de lucha contra el Cáncer de mama. Realízate los controles y la prevención adecuada.
Cuídate y ayuda a qu…",P
"RT @ObservadorUY: ""Un político que no respeta a sus maestros no merece ocupar ningún cargo político"", dijo el exdirector de Educación https…",N
"RT @MHackem: Porque dejan el corazón en la cancha, FELIZ DÍA FUNCIONARIOS DE SALUD PÚBLICA!! https://t.co/2R1cdTSTHJ",P
RT @AlcanceUY: Hoy es un día para recordar lo grave que es el cáncer de mama para las mujeres y lo importante que es cuidarse. https://t.co…,NEU
RT @luciabrocal: La prevención es muy importante para vencer a esta cruel enfermedad. Se puede! #DiaContraelCancerdeMama https://t.co/gF4S8…,P
"RT @HectorBaldassi: MI VIEJA, ESA QUE TODOS NOMBRABAN, HOY SALUDA A TU MAMÁ. 

Feliz día!! ❤️ https://t.co/l9IjM9rDbr",P
"RT @TelescopioUy: #Noticias Ancap analiza dejar de producir bebidas alcohólicas, repelentes y perfumes  https://t.co/wYKVl9tc0H https://t.c…",NONE
¿Es acaso la desesperación la que lleva a la tergiversacion? - https://t.co/tU4caAolJP via @TelescopioUy,NONE
Por conversar en @canal10Uruguay con @danilotegaldo @arribagente https://t.co/QtXMQ45rNO,NONE
A las 8:30 estaré conversando en @arribagente por @canal10Uruguay,NONE
RT @marca: EN DIRECTO | ¡Gooool de Luis Suárez! Colombia 1-2 Uruguay https://t.co/phnTXj4E50 #Rusia2018 https://t.co/W7ES00b7tV,NONE
Un buen comienzo: desprenderse de lo que da pérdidas; https://t.co/HC0Gd8djl2,P
"RT @karentodoroff: Me muero de la emociónnnnn GOLAZOOOOOO lo dije hoy! ""Anota Suárez"" fue mejor de lo q imagine @LuisSuarez9 y 2-1 @Uruguay",P
